mr,ref
"day[2 4], month[12], year[2018]","Today is <Start> D e c e m b e r <End> the <Start> t w e n t y - f o u r t h <End>, 2018."
"day[2 1], month[8], year[2011]","Today is the <Start> t w e n t y - f i r s t <End> of <Start> A u g u s t <End>, 2011."
"day[2 5], month[4], year[2010]","The date is the <Start> t w e n t y - f i f t h <End> of <Start> A p r i l <End>, 2010."
"day[3 1], month[7], year[2014]","It is <Start> J u l y <End> <Start> t h i r t y - f i r s t <End> of the year 2014."
"day[1 4], month[8], year[2006]","The date is <Start> A u g u s t <End> <Start> f o u r t e e n t h <End> of the year 2006."
"day[2 4], month[1], year[2014]","The date is <Start> J a n u a r y <End> the <Start> t w e n t y - f o u r t h <End>, 2014."
"day[0 5], month[6], year[2017]","It is <Start> f i v e <End> <Start> J u n e <End> 2017."
"day[2 7], month[9], year[2006]","It is the <Start> t w e n t y - s e v e n t h <End> of <Start> S e p t e m b e r <End>, 2006."
"day[2 8], month[7], year[2006]","It is the <Start> t w e n t y - e i g h t h <End> of <Start> J u l y <End>, 2006."
"day[2 5], month[12], year[2004]","It is the <Start> t w e n t y - f i f t h <End> of <Start> D e c e m b e r <End>, 2004."
"day[1 2], month[4], year[2007]","The date is <Start> A p r i l <End> <Start> t w e l v e <End>, 2007."
"day[1 5], month[12], year[2007]","The date is the <Start> f i f t e e n t h <End> of <Start> D e c e m b e r <End>, 2007."
"day[3 1], month[2], year[2010]","The date is <Start> F e b r u a r y <End> <Start> t h i r t y - f i r s t <End> of the year 2010."
"day[2 0], month[4], year[2011]","It is <Start> A p r i l <End> the <Start> t w e n t i e t h <End>, 2011."
"day[1 6], month[7], year[2011]","It is the <Start> s i x t e e n t h <End> of <Start> J u l y <End> in the year 2011."
"day[2 7], month[8], year[2018]","Today is <Start> A u g u s t <End> the <Start> t w e n t y - s e v e n t h <End>, 2018."
"day[0 7], month[1], year[2006]","Today is <Start> s e v e n <End> <Start> J a n u a r y <End> 2006."
"day[2 6], month[7], year[2014]","The date is <Start> J u l y <End> the <Start> t w e n t y - s i x t h <End>, 2014."
"day[0 6], month[12], year[2019]","It is <Start> D e c e m b e r <End> <Start> s i x t h <End> of the year 2019."
"day[0 9], month[9], year[2017]","The date is <Start> S e p t e m b e r <End> the <Start> n i n t h <End>, 2017."
"day[1 1], month[12], year[2001]","Today is <Start> D e c e m b e r <End> the <Start> e l e v e n t h <End>, 2001."
"day[3 0], month[9], year[2009]","Today is <Start> t h i r t y <End> <Start> S e p t e m b e r <End> 2009."
"day[1 9], month[8], year[2012]","Today is the <Start> n i n e t e e n t h <End> of <Start> A u g u s t <End>, 2012."
"day[0 3], month[4], year[2013]","It is the <Start> t h i r d <End> of <Start> A p r i l <End> in the year 2013."
"day[0 8], month[2], year[2004]","Today is <Start> F e b r u a r y <End> <Start> e i g h t <End>, 2004."
"day[0 6], month[6], year[2017]","The date is the <Start> s i x t h <End> of <Start> J u n e <End>, 2017."
"day[1 8], month[4], year[2015]","Today is the <Start> e i g h t e e n t h <End> of <Start> A p r i l <End>, 2015."
"day[2 6], month[8], year[2012]","The date is <Start> A u g u s t <End> <Start> t w e n t y - s i x t h <End> of the year 2012."
"day[1 4], month[1], year[2003]","It is the <Start> f o u r t e e n t h <End> of <Start> J a n u a r y <End>, 2003."
"day[0 8], month[7], year[2002]","Today is <Start> J u l y <End> the <Start> e i g h t h <End>, 2002."
"day[0 2], month[5], year[2011]","It is <Start> t w o <End> <Start> M a y <End> 2011."
"day[1 3], month[5], year[2015]","The date is <Start> M a y <End> the <Start> t h i r t e e n t h <End>, 2015."
"day[1 5], month[2], year[2004]","It is <Start> F e b r u a r y <End> <Start> f i f t e e n t h <End> of the year 2004."
"day[2 8], month[8], year[2013]","It is <Start> A u g u s t <End> the <Start> t w e n t y - e i g h t h <End>, 2013."
"day[2 7], month[5], year[2010]","The date is the <Start> t w e n t y - s e v e n t h <End> of <Start> M a y <End>, 2010."
"day[2 3], month[10], year[2019]","It is <Start> O c t o b e r <End> the <Start> t w e n t y - t h i r d <End>, 2019."
"day[1 1], month[9], year[2018]","It is <Start> S e p t e m b e r <End> <Start> e l e v e n <End>, 2018."
"day[2 0], month[11], year[2015]","It is <Start> N o v e m b e r <End> <Start> t w e n t i e t h <End> of the year 2015."
"day[0 4], month[7], year[2000]","It is <Start> J u l y <End> the <Start> f o u r t h <End>, 2000."
"day[1 8], month[3], year[2019]","It is <Start> M a r c h <End> the <Start> e i g h t e e n t h <End>, 2019."
"day[1 0], month[6], year[2018]","The date is <Start> t e n <End> <Start> J u n e <End> 2018."
"day[2 4], month[5], year[2016]","It is <Start> t w e n t y - f o u r <End> <Start> M a y <End> 2016."
"day[3 0], month[12], year[2011]","It is the <Start> t h i r t i e t h <End> of <Start> D e c e m b e r <End> in the year 2011."
"day[2 9], month[1], year[2016]","It is the <Start> t w e n t y - n i n t h <End> of <Start> J a n u a r y <End>, 2016."
"day[0 1], month[6], year[2004]","It is <Start> o n e <End> <Start> J u n e <End> 2004."
"day[2 0], month[3], year[2000]","It is <Start> t w e n t y <End> <Start> M a r c h <End> 2000."
"day[1 6], month[1], year[2011]","It is <Start> J a n u a r y <End> <Start> s i x t e e n <End>, 2011."
"day[1 1], month[7], year[2015]","The date is the <Start> e l e v e n t h <End> of <Start> J u l y <End> in the year 2015."
"day[2 4], month[6], year[2001]","It is <Start> J u n e <End> <Start> t w e n t y - f o u r t h <End> of the year 2001."
"day[0 8], month[3], year[2017]","Today is <Start> e i g h t <End> <Start> M a r c h <End> 2017."
"day[2 8], month[9], year[2015]","It is the <Start> t w e n t y - e i g h t h <End> of <Start> S e p t e m b e r <End> in the year 2015."
"day[2 7], month[10], year[2008]","The date is <Start> O c t o b e r <End> <Start> t w e n t y - s e v e n t h <End> of the year 2008."
"day[1 9], month[8], year[2007]","Today is <Start> A u g u s t <End> <Start> n i n e t e e n <End>, 2007."
"day[0 8], month[6], year[2019]","It is <Start> e i g h t <End> <Start> J u n e <End> 2019."
"day[0 2], month[11], year[2001]","The date is <Start> N o v e m b e r <End> the <Start> s e c o n d <End>, 2001."
"day[0 5], month[1], year[2020]","The date is <Start> J a n u a r y <End> <Start> f i f t h <End> of the year 2020."
"day[2 2], month[12], year[2006]","Today is <Start> t w e n t y - t w o <End> <Start> D e c e m b e r <End> 2006."
"day[1 3], month[4], year[2012]","Today is <Start> A p r i l <End> <Start> t h i r t e e n <End>, 2012."
"day[0 1], month[4], year[2004]","It is <Start> A p r i l <End> <Start> f i r s t <End> of the year 2004."
"day[0 5], month[2], year[2014]","It is <Start> F e b r u a r y <End> the <Start> f i f t h <End>, 2014."
"day[1 0], month[5], year[2012]","Today is the <Start> t e n t h <End> of <Start> M a y <End> in the year 2012."
"day[0 6], month[1], year[2020]","Today is the <Start> s i x t h <End> of <Start> J a n u a r y <End> in the year 2020."
"day[2 7], month[12], year[2005]","It is the <Start> t w e n t y - s e v e n t h <End> of <Start> D e c e m b e r <End>, 2005."
"day[2 9], month[11], year[2001]","It is the <Start> t w e n t y - n i n t h <End> of <Start> N o v e m b e r <End> in the year 2001."
"day[2 0], month[7], year[2007]","The date is <Start> t w e n t y <End> <Start> J u l y <End> 2007."
"day[2 4], month[6], year[2016]","Today is <Start> J u n e <End> <Start> t w e n t y - f o u r t h <End> of the year 2016."
"day[2 2], month[1], year[2010]","The date is <Start> J a n u a r y <End> the <Start> t w e n t y - s e c o n d <End>, 2010."
"day[2 5], month[10], year[2009]","It is the <Start> t w e n t y - f i f t h <End> of <Start> O c t o b e r <End> in the year 2009."
"day[0 9], month[12], year[2013]","The date is the <Start> n i n t h <End> of <Start> D e c e m b e r <End> in the year 2013."
"day[2 2], month[9], year[2020]","The date is <Start> t w e n t y - t w o <End> <Start> S e p t e m b e r <End> 2020."
"day[2 2], month[10], year[2010]","The date is <Start> O c t o b e r <End> <Start> t w e n t y - s e c o n d <End> of the year 2010."
"day[0 5], month[9], year[2005]","Today is the <Start> f i f t h <End> of <Start> S e p t e m b e r <End>, 2005."
"day[2 0], month[11], year[2002]","Today is <Start> N o v e m b e r <End> <Start> t w e n t y <End>, 2002."
"day[0 9], month[1], year[2016]","Today is <Start> J a n u a r y <End> <Start> n i n t h <End> of the year 2016."
"day[1 3], month[7], year[2003]","Today is <Start> J u l y <End> <Start> t h i r t e e n t h <End> of the year 2003."
"day[0 5], month[12], year[2005]","The date is <Start> D e c e m b e r <End> the <Start> f i f t h <End>, 2005."
"day[1 0], month[7], year[2015]","Today is the <Start> t e n t h <End> of <Start> J u l y <End>, 2015."
"day[1 1], month[8], year[2005]","The date is the <Start> e l e v e n t h <End> of <Start> A u g u s t <End>, 2005."
"day[1 9], month[5], year[2006]","It is <Start> M a y <End> <Start> n i n e t e e n t h <End> of the year 2006."
"day[2 2], month[2], year[2016]","The date is the <Start> t w e n t y - s e c o n d <End> of <Start> F e b r u a r y <End>, 2016."
"day[1 3], month[5], year[2013]","It is <Start> M a y <End> <Start> t h i r t e e n <End>, 2013."
"day[1 1], month[9], year[2002]","The date is <Start> S e p t e m b e r <End> the <Start> e l e v e n t h <End>, 2002."
"day[3 0], month[2], year[2020]","It is <Start> t h i r t y <End> <Start> F e b r u a r y <End> 2020."
"day[1 5], month[12], year[2003]","Today is <Start> D e c e m b e r <End> <Start> f i f t e e n t h <End> of the year 2003."
"day[0 7], month[3], year[2014]","Today is <Start> M a r c h <End> <Start> s e v e n t h <End> of the year 2014."
"day[1 8], month[1], year[2007]","The date is <Start> J a n u a r y <End> the <Start> e i g h t e e n t h <End>, 2007."
"day[0 9], month[12], year[2014]","The date is <Start> n i n e <End> <Start> D e c e m b e r <End> 2014."
"day[0 7], month[3], year[2020]","It is <Start> M a r c h <End> <Start> s e v e n t h <End> of the year 2020."
"day[0 5], month[11], year[2000]","It is <Start> N o v e m b e r <End> <Start> f i v e <End>, 2000."
"day[0 7], month[5], year[2019]","Today is the <Start> s e v e n t h <End> of <Start> M a y <End>, 2019."
"day[2 3], month[7], year[2007]","Today is <Start> J u l y <End> <Start> t w e n t y - t h r e e <End>, 2007."
"day[0 8], month[4], year[2020]","It is <Start> A p r i l <End> <Start> e i g h t <End>, 2020."
"day[2 6], month[1], year[2007]","Today is <Start> t w e n t y - s i x <End> <Start> J a n u a r y <End> 2007."
"day[1 8], month[11], year[2019]","It is the <Start> e i g h t e e n t h <End> of <Start> N o v e m b e r <End>, 2019."
"day[2 2], month[10], year[2007]","It is <Start> O c t o b e r <End> the <Start> t w e n t y - s e c o n d <End>, 2007."
"day[2 8], month[11], year[2003]","Today is <Start> N o v e m b e r <End> the <Start> t w e n t y - e i g h t h <End>, 2003."
"day[0 3], month[10], year[2014]","Today is <Start> O c t o b e r <End> the <Start> t h i r d <End>, 2014."
"day[0 5], month[1], year[2014]","It is the <Start> f i f t h <End> of <Start> J a n u a r y <End>, 2014."
"day[0 9], month[10], year[2008]","It is <Start> O c t o b e r <End> <Start> n i n t h <End> of the year 2008."
"day[2 7], month[12], year[2017]","The date is the <Start> t w e n t y - s e v e n t h <End> of <Start> D e c e m b e r <End>, 2017."
"day[0 8], month[7], year[2006]","Today is the <Start> e i g h t h <End> of <Start> J u l y <End> in the year 2006."
"day[1 4], month[9], year[2000]","Today is the <Start> f o u r t e e n t h <End> of <Start> S e p t e m b e r <End>, 2000."
"day[1 6], month[2], year[2018]","It is <Start> s i x t e e n <End> <Start> F e b r u a r y <End> 2018."
"day[1 6], month[12], year[2000]","The date is <Start> D e c e m b e r <End> <Start> s i x t e e n t h <End> of the year 2000."
"day[3 0], month[2], year[2004]","It is <Start> t h i r t y <End> <Start> F e b r u a r y <End> 2004."
"day[0 7], month[3], year[2017]","The date is <Start> s e v e n <End> <Start> M a r c h <End> 2017."
"day[3 1], month[10], year[2014]","Today is <Start> O c t o b e r <End> <Start> t h i r t y - f i r s t <End> of the year 2014."
"day[1 6], month[10], year[2013]","Today is the <Start> s i x t e e n t h <End> of <Start> O c t o b e r <End>, 2013."
"day[0 4], month[8], year[2014]","Today is <Start> A u g u s t <End> <Start> f o u r <End>, 2014."
"day[0 9], month[9], year[2002]","Today is <Start> n i n e <End> <Start> S e p t e m b e r <End> 2002."
"day[0 1], month[4], year[2006]","The date is <Start> A p r i l <End> the <Start> f i r s t <End>, 2006."
"day[1 5], month[5], year[2019]","Today is <Start> M a y <End> the <Start> f i f t e e n t h <End>, 2019."
"day[3 0], month[12], year[2007]","The date is <Start> D e c e m b e r <End> <Start> t h i r t y <End>, 2007."
"day[2 8], month[1], year[2009]","Today is <Start> J a n u a r y <End> <Start> t w e n t y - e i g h t <End>, 2009."
"day[0 8], month[10], year[2018]","The date is <Start> e i g h t <End> <Start> O c t o b e r <End> 2018."
"day[1 2], month[3], year[2004]","The date is <Start> M a r c h <End> the <Start> t w e l f t h <End>, 2004."
"day[1 4], month[4], year[2014]","The date is <Start> A p r i l <End> <Start> f o u r t e e n t h <End> of the year 2014."
"day[2 4], month[8], year[2020]","It is <Start> A u g u s t <End> the <Start> t w e n t y - f o u r t h <End>, 2020."
"day[2 9], month[12], year[2010]","The date is <Start> D e c e m b e r <End> the <Start> t w e n t y - n i n t h <End>, 2010."
"day[0 1], month[6], year[2001]","It is the <Start> f i r s t <End> of <Start> J u n e <End>, 2001."
"day[1 6], month[11], year[2010]","The date is the <Start> s i x t e e n t h <End> of <Start> N o v e m b e r <End>, 2010."
"day[0 8], month[2], year[2018]","The date is <Start> F e b r u a r y <End> the <Start> e i g h t h <End>, 2018."
"day[2 1], month[8], year[2002]","The date is the <Start> t w e n t y - f i r s t <End> of <Start> A u g u s t <End> in the year 2002."
"day[0 1], month[4], year[2012]","The date is <Start> A p r i l <End> <Start> f i r s t <End> of the year 2012."
"day[2 7], month[9], year[2007]","Today is <Start> S e p t e m b e r <End> <Start> t w e n t y - s e v e n t h <End> of the year 2007."
"day[1 7], month[7], year[2013]","Today is <Start> J u l y <End> the <Start> s e v e n t e e n t h <End>, 2013."
"day[2 3], month[7], year[2013]","The date is <Start> t w e n t y - t h r e e <End> <Start> J u l y <End> 2013."
"day[2 0], month[11], year[2010]","Today is <Start> t w e n t y <End> <Start> N o v e m b e r <End> 2010."
"day[2 9], month[3], year[2012]","Today is <Start> M a r c h <End> <Start> t w e n t y - n i n e <End>, 2012."
"day[0 6], month[6], year[2013]","The date is the <Start> s i x t h <End> of <Start> J u n e <End> in the year 2013."
"day[2 8], month[7], year[2004]","The date is <Start> J u l y <End> the <Start> t w e n t y - e i g h t h <End>, 2004."
"day[2 5], month[9], year[2003]","Today is <Start> S e p t e m b e r <End> the <Start> t w e n t y - f i f t h <End>, 2003."
"day[1 7], month[5], year[2012]","The date is <Start> M a y <End> <Start> s e v e n t e e n t h <End> of the year 2012."
"day[2 9], month[10], year[2000]","It is <Start> O c t o b e r <End> <Start> t w e n t y - n i n t h <End> of the year 2000."
"day[0 2], month[5], year[2002]","Today is the <Start> s e c o n d <End> of <Start> M a y <End> in the year 2002."
"day[2 3], month[7], year[2020]","Today is <Start> t w e n t y - t h r e e <End> <Start> J u l y <End> 2020."
"day[1 4], month[10], year[2004]","The date is the <Start> f o u r t e e n t h <End> of <Start> O c t o b e r <End> in the year 2004."
"day[1 5], month[6], year[2017]","The date is the <Start> f i f t e e n t h <End> of <Start> J u n e <End>, 2017."
"day[2 4], month[5], year[2014]","It is the <Start> t w e n t y - f o u r t h <End> of <Start> M a y <End> in the year 2014."
"day[0 7], month[8], year[2020]","Today is the <Start> s e v e n t h <End> of <Start> A u g u s t <End> in the year 2020."
"day[2 1], month[2], year[2010]","Today is <Start> F e b r u a r y <End> <Start> t w e n t y - o n e <End>, 2010."
"day[0 2], month[9], year[2015]","Today is the <Start> s e c o n d <End> of <Start> S e p t e m b e r <End> in the year 2015."
